======================================================
  RELATÓRIO: EXPEDIÇÃO (mission_2)
  Min Heróis: 2
  Inimigos: 2x (HP:6 ATK:2), 1x (HP:10 ATK:3)
======================================================


### ESTÁGIO: Dia 0 ###

[Duplas]
| Classe/Grupo                                  | winRate            | lossRate           | timeoutRate        | avgRoundsWin       | avgHpLostWin       | incapacitatedRate  |
| Tanque + Ladino + Arqueiro                    | 100.0%             | 0.0%               | 0.0%               | 2.4                | 0.8                | 0.0%               |
| Tanque + Ladino + Mago                        | 100.0%             | 0.0%               | 0.0%               | 2.7                | 1.4                | 0.0%               |
| Tanque + Ladino + Curandeiro                  | 100.0%             | 0.0%               | 0.0%               | 4.0                | 2.7                | 0.0%               |
| Tanque + Arqueiro + Arqueiro                  | 100.0%             | 0.0%               | 0.0%               | 2.3                | 0.7                | 0.0%               |
| Tanque + Arqueiro + Mago                      | 100.0%             | 0.0%               | 0.0%               | 2.7                | 1.1                | 0.0%               |
| Tanque + Arqueiro + Curandeiro                | 100.0%             | 0.0%               | 0.0%               | 3.4                | 2.0                | 0.0%               |
| Tanque + Mago + Mago                          | 100.0%             | 0.0%               | 0.0%               | 3.6                | 2.0                | 0.0%               |
| Tanque + Mago + Curandeiro                    | 100.0%             | 0.0%               | 0.0%               | 4.7                | 3.4                | 0.0%               |
| Tanque + Curandeiro + Curandeiro              | 100.0%             | 0.0%               | 0.0%               | 7.3                | 7.3                | 0.0%               |
| Ladino + Ladino + Ladino                      | 100.0%             | 0.0%               | 0.0%               | 2.2                | 0.7                | 0.0%               |
| Ladino + Ladino + Arqueiro                    | 100.0%             | 0.0%               | 0.0%               | 2.0                | 0.6                | 0.0%               |
| Ladino + Ladino + Mago                        | 100.0%             | 0.0%               | 0.0%               | 2.6                | 1.0                | 0.0%               |
| Ladino + Ladino + Curandeiro                  | 100.0%             | 0.0%               | 0.0%               | 3.0                | 1.1                | 0.0%               |
| Ladino + Arqueiro + Arqueiro                  | 100.0%             | 0.0%               | 0.0%               | 1.9                | 0.6                | 33.3%              |
| Ladino + Arqueiro + Mago                      | 100.0%             | 0.0%               | 0.0%               | 2.1                | 0.7                | 0.0%               |
| Ladino + Arqueiro + Curandeiro                | 100.0%             | 0.0%               | 0.0%               | 2.7                | 1.0                | 0.0%               |
| Ladino + Mago + Mago                          | 100.0%             | 0.0%               | 0.0%               | 2.5                | 1.1                | 0.0%               |
| Ladino + Mago + Curandeiro                    | 100.0%             | 0.0%               | 0.0%               | 2.9                | 1.3                | 0.0%               |
| Ladino + Curandeiro + Curandeiro              | 100.0%             | 0.0%               | 0.0%               | 3.6                | 1.3                | 0.0%               |
| Arqueiro + Arqueiro + Arqueiro                | 100.0%             | 0.0%               | 0.0%               | 1.8                | 0.6                | 1.1%               |
| Arqueiro + Arqueiro + Mago                    | 100.0%             | 0.0%               | 0.0%               | 2.1                | 1.1                | 0.0%               |
| Arqueiro + Arqueiro + Curandeiro              | 100.0%             | 0.0%               | 0.0%               | 2.4                | 0.7                | 0.0%               |
| Arqueiro + Mago + Mago                        | 100.0%             | 0.0%               | 0.0%               | 2.1                | 0.9                | 0.1%               |
| Arqueiro + Mago + Curandeiro                  | 100.0%             | 0.0%               | 0.0%               | 2.6                | 0.7                | 0.0%               |
| Arqueiro + Curandeiro + Curandeiro            | 100.0%             | 0.0%               | 0.0%               | 4.0                | 1.4                | 0.7%               |
| Mago + Mago + Mago                            | 100.0%             | 0.0%               | 0.0%               | 2.4                | 0.7                | 0.0%               |
| Mago + Mago + Curandeiro                      | 100.0%             | 0.0%               | 0.0%               | 3.8                | 0.9                | 0.1%               |
| Mago + Curandeiro + Curandeiro                | 100.0%             | 0.0%               | 0.0%               | 3.4                | 1.3                | 0.0%               |
| Curandeiro + Curandeiro + Curandeiro          | 100.0%             | 0.0%               | 0.0%               | 7.5                | 3.2                | 0.0%               |


### ESTÁGIO: Dia 5 ###

[Duplas]
| Classe/Grupo                                  | winRate            | lossRate           | timeoutRate        | avgRoundsWin       | avgHpLostWin       | incapacitatedRate  |
| --------------------------------------------- | ------------------ | ------------------ | ------------------ | ------------------ | ------------------ | ------------------ |
| Guerreiro + Guerreiro                         | 100.0%             | 0.0%               | 0.0%               | 3.6                | 3.4                | 0.0%               |
| Guerreiro + Tanque                            | 99.9%              | 0.0%               | 0.1%               | 5.3                | 8.5                | 0.5%               |
| Guerreiro + Ladino                            | 100.0%             | 0.0%               | 0.0%               | 3.2                | 2.4                | 0.0%               |
| Guerreiro + Arqueiro                          | 100.0%             | 0.0%               | 0.0%               | 2.9                | 1.9                | 0.0%               |
| Guerreiro + Mago                              | 100.0%             | 0.0%               | 0.0%               | 3.3                | 2.6                | 0.2%               |
| Guerreiro + Curandeiro                        | 98.3%              | 0.0%               | 1.7%               | 8.1                | 4.8                | 0.0%               |
| Tanque + Tanque                               | 99.4%              | 0.0%               | 0.7%               | 6.6                | 9.3                | 0.0%               |
| Tanque + Ladino                               | 100.0%             | 0.0%               | 0.0%               | 3.7                | 2.8                | 0.0%               |
| Tanque + Arqueiro                             | 100.0%             | 0.0%               | 0.0%               | 3.7                | 2.6                | 0.0%               |
| Tanque + Mago                                 | 100.0%             | 0.0%               | 0.0%               | 4.0                | 3.6                | 0.4%               |
| Tanque + Curandeiro                           | 100.0%             | 0.0%               | 0.0%               | 8.2                | 10.2               | 0.0%               |
| Ladino + Ladino                               | 100.0%             | 0.0%               | 0.0%               | 2.6                | 1.2                | 0.0%               |
| Ladino + Arqueiro                             | 100.0%             | 0.0%               | 0.0%               | 2.5                | 1.2                | 0.0%               |
| Ladino + Mago                                 | 100.0%             | 0.0%               | 0.0%               | 2.8                | 1.4                | 0.0%               |
| Ladino + Curandeiro                           | 100.0%             | 0.0%               | 0.0%               | 4.3                | 2.5                | 0.0%               |
| Arqueiro + Arqueiro                           | 100.0%             | 0.0%               | 0.0%               | 2.4                | 1.1                | 0.9%               |
| Arqueiro + Mago                               | 100.0%             | 0.0%               | 0.0%               | 2.5                | 1.3                | 0.3%               |
| Arqueiro + Curandeiro                         | 100.0%             | 0.0%               | 0.0%               | 4.0                | 1.5                | 0.0%               |
| Mago + Mago                                   | 99.9%              | 0.1%               | 0.0%               | 3.8                | 2.6                | 3.5%               |
| Mago + Curandeiro                             | 100.0%             | 0.0%               | 0.0%               | 4.2                | 1.5                | 0.0%               |
| Curandeiro + Curandeiro                       | 100.0%             | 0.0%               | 0.0%               | 6.1                | 4.3                | 0.0%               |

[Trios]
| Classe/Grupo                                  | winRate            | lossRate           | timeoutRate        | avgRoundsWin       | avgHpLostWin       | incapacitatedRate  |
| --------------------------------------------- | ------------------ | ------------------ | ------------------ | ------------------ | ------------------ | ------------------ |
| Guerreiro + Guerreiro + Guerreiro             | 100.0%             | 0.0%               | 0.0%               | 3.0                | 2.2                | 0.0%               |
| Guerreiro + Guerreiro + Tanque                | 99.7%              | 0.0%               | 0.3%               | 4.6                | 5.9                | 0.5%               |
| Guerreiro + Guerreiro + Ladino                | 100.0%             | 0.0%               | 0.0%               | 2.7                | 1.5                | 0.0%               |
| Guerreiro + Guerreiro + Arqueiro              | 100.0%             | 0.0%               | 0.0%               | 2.5                | 1.5                | 0.0%               |
| Guerreiro + Guerreiro + Mago                  | 100.0%             | 0.0%               | 0.0%               | 2.9                | 1.8                | 0.0%               |
| Guerreiro + Guerreiro + Curandeiro            | 98.3%              | 0.0%               | 1.7%               | 5.7                | 3.3                | 0.0%               |
| Guerreiro + Tanque + Tanque                   | 93.1%              | 0.0%               | 6.9%               | 8.1                | 12.1               | 5.2%               |
| Guerreiro + Tanque + Ladino                   | 100.0%             | 0.0%               | 0.0%               | 3.2                | 2.8                | 0.0%               |
| Guerreiro + Tanque + Arqueiro                 | 100.0%             | 0.0%               | 0.0%               | 3.1                | 2.0                | 0.0%               |
| Guerreiro + Tanque + Mago                     | 100.0%             | 0.0%               | 0.0%               | 3.6                | 3.0                | 0.0%               |
| Guerreiro + Tanque + Curandeiro               | 100.0%             | 0.0%               | 0.0%               | 6.0                | 5.0                | 0.0%               |
| Guerreiro + Ladino + Ladino                   | 100.0%             | 0.0%               | 0.0%               | 2.4                | 1.1                | 0.0%               |
| Guerreiro + Ladino + Arqueiro                 | 100.0%             | 0.0%               | 0.0%               | 2.3                | 1.0                | 0.0%               |
| Guerreiro + Ladino + Mago                     | 100.0%             | 0.0%               | 0.0%               | 2.9                | 1.9                | 0.0%               |
| Guerreiro + Ladino + Curandeiro               | 100.0%             | 0.0%               | 0.0%               | 3.6                | 2.1                | 0.0%               |
| Guerreiro + Arqueiro + Arqueiro               | 100.0%             | 0.0%               | 0.0%               | 2.3                | 0.9                | 0.0%               |
| Guerreiro + Arqueiro + Mago                   | 100.0%             | 0.0%               | 0.0%               | 2.6                | 1.2                | 0.0%               |
| Guerreiro + Arqueiro + Curandeiro             | 100.0%             | 0.0%               | 0.0%               | 3.2                | 1.9                | 0.0%               |
| Guerreiro + Mago + Mago                       | 100.0%             | 0.0%               | 0.0%               | 4.2                | 2.5                | 0.0%               |
| Guerreiro + Mago + Curandeiro                 | 100.0%             | 0.0%               | 0.0%               | 3.9                | 2.1                | 0.0%               |
| Guerreiro + Curandeiro + Curandeiro           | 100.0%             | 0.0%               | 0.0%               | 6.3                | 4.1                | 0.0%               |
| Tanque + Tanque + Tanque                      | 96.2%              | 0.0%               | 3.8%               | 9.3                | 10.8               | 0.0%               |
| Tanque + Tanque + Ladino                      | 100.0%             | 0.0%               | 0.0%               | 3.5                | 2.1                | 0.0%               |
| Tanque + Tanque + Arqueiro                    | 100.0%             | 0.0%               | 0.0%               | 3.4                | 1.9                | 0.0%               |
| Tanque + Tanque + Mago                        | 100.0%             | 0.0%               | 0.0%               | 4.2                | 2.9                | 0.0%               |
| Tanque + Tanque + Curandeiro                  | 99.9%              | 0.0%               | 0.1%               | 8.2                | 8.8                | 0.0%               |
| Tanque + Ladino + Ladino                      | 100.0%             | 0.0%               | 0.0%               | 2.6                | 1.0                | 0.0%               |
| Tanque + Ladino + Arqueiro                    | 100.0%             | 0.0%               | 0.0%               | 2.4                | 0.9                | 0.0%               |
| Tanque + Ladino + Mago                        | 100.0%             | 0.0%               | 0.0%               | 2.7                | 1.4                | 0.0%               |
| Tanque + Ladino + Curandeiro                  | 100.0%             | 0.0%               | 0.0%               | 3.8                | 2.3                | 0.0%               |
| Tanque + Arqueiro + Arqueiro                  | 100.0%             | 0.0%               | 0.0%               | 2.2                | 0.6                | 0.0%               |
| Tanque + Arqueiro + Mago                      | 100.0%             | 0.0%               | 0.0%               | 2.7                | 1.1                | 0.0%               |
| Tanque + Arqueiro + Curandeiro                | 100.0%             | 0.0%               | 0.0%               | 3.4                | 1.7                | 0.0%               |
| Tanque + Mago + Mago                          | 100.0%             | 0.0%               | 0.0%               | 4.4                | 3.0                | 0.3%               |
| Tanque + Mago + Curandeiro                    | 100.0%             | 0.0%               | 0.0%               | 4.8                | 3.7                | 0.0%               |
| Tanque + Curandeiro + Curandeiro              | 99.9%              | 0.0%               | 0.1%               | 9.5                | 10.3               | 0.0%               |
| Ladino + Ladino + Ladino                      | 100.0%             | 0.0%               | 0.0%               | 2.2                | 0.7                | 0.0%               |
| Ladino + Ladino + Arqueiro                    | 100.0%             | 0.0%               | 0.0%               | 2.2                | 0.7                | 0.0%               |
| Ladino + Ladino + Mago                        | 100.0%             | 0.0%               | 0.0%               | 2.6                | 1.1                | 0.0%               |
| Ladino + Ladino + Curandeiro                  | 100.0%             | 0.0%               | 0.0%               | 2.7                | 1.0                | 0.0%               |
| Ladino + Arqueiro + Arqueiro                  | 100.0%             | 0.0%               | 0.0%               | 1.9                | 0.6                | 0.0%               |
| Ladino + Arqueiro + Mago                      | 100.0%             | 0.0%               | 0.0%               | 2.3                | 1.0                | 0.0%               |
| Ladino + Arqueiro + Curandeiro                | 100.0%             | 0.0%               | 0.0%               | 2.7                | 1.1                | 0.0%               |
| Ladino + Mago + Mago                          | 100.0%             | 0.0%               | 0.0%               | 2.6                | 1.1                | 0.0%               |
| Ladino + Mago + Curandeiro                    | 100.0%             | 0.0%               | 0.0%               | 2.9                | 1.1                | 0.0%               |
| Ladino + Curandeiro + Curandeiro              | 100.0%             | 0.0%               | 0.0%               | 3.3                | 1.7                | 0.0%               |
| Arqueiro + Arqueiro + Arqueiro                | 100.0%             | 0.0%               | 0.0%               | 2.1                | 0.7                | 0.0%               |
| Arqueiro + Arqueiro + Mago                    | 100.0%             | 0.0%               | 0.0%               | 2.1                | 0.7                | 0.0%               |
| Arqueiro + Arqueiro + Curandeiro              | 100.0%             | 0.0%               | 0.0%               | 2.5                | 1.0                | 0.6%               |
| Arqueiro + Mago + Mago                        | 100.0%             | 0.0%               | 0.0%               | 2.5                | 1.0                | 0.0%               |
| Arqueiro + Mago + Curandeiro                  | 100.0%             | 0.0%               | 0.0%               | 2.4                | 0.6                | 0.2%               |
| Arqueiro + Curandeiro + Curandeiro            | 100.0%             | 0.0%               | 0.0%               | 3.4                | 1.2                | 0.0%               |
| Mago + Mago + Mago                            | 100.0%             | 0.0%               | 0.0%               | 2.9                | 1.2                | 0.0%               |
| Mago + Mago + Curandeiro                      | 100.0%             | 0.0%               | 0.0%               | 3.4                | 1.1                | 0.0%               |
| Mago + Curandeiro + Curandeiro                | 100.0%             | 0.0%               | 0.0%               | 4.0                | 1.6                | 0.0%               |
| Curandeiro + Curandeiro + Curandeiro          | 100.0%             | 0.0%               | 0.0%               | 5.4                | 3.3                | 0.0%               |


### ESTÁGIO: Dia 7 ###

[Duplas]
| Classe/Grupo                                  | winRate            | lossRate           | timeoutRate        | avgRoundsWin       | avgHpLostWin       | incapacitatedRate  |
| --------------------------------------------- | ------------------ | ------------------ | ------------------ | ------------------ | ------------------ | ------------------ |
| Guerreiro + Guerreiro                         | 100.0%             | 0.0%               | 0.0%               | 3.5                | 3.3                | 0.0%               |
| Guerreiro + Tanque                            | 99.9%              | 0.0%               | 0.1%               | 5.0                | 7.7                | 0.7%               |
| Guerreiro + Ladino                            | 100.0%             | 0.0%               | 0.0%               | 3.2                | 2.2                | 0.0%               |
| Guerreiro + Arqueiro                          | 100.0%             | 0.0%               | 0.0%               | 2.8                | 2.0                | 0.0%               |
| Guerreiro + Mago                              | 100.0%             | 0.0%               | 0.0%               | 4.1                | 3.9                | 0.0%               |
| Guerreiro + Curandeiro                        | 98.6%              | 0.0%               | 1.4%               | 8.0                | 5.1                | 0.0%               |
| Tanque + Tanque                               | 99.0%              | 0.0%               | 1.0%               | 7.6                | 10.7               | 0.0%               |
| Tanque + Ladino                               | 100.0%             | 0.0%               | 0.0%               | 3.6                | 2.6                | 0.0%               |
| Tanque + Arqueiro                             | 100.0%             | 0.0%               | 0.0%               | 3.6                | 2.7                | 0.0%               |
| Tanque + Mago                                 | 100.0%             | 0.0%               | 0.0%               | 4.2                | 3.8                | 0.0%               |
| Tanque + Curandeiro                           | 100.0%             | 0.0%               | 0.0%               | 6.8                | 8.4                | 0.0%               |
| Ladino + Ladino                               | 100.0%             | 0.0%               | 0.0%               | 2.8                | 1.3                | 0.0%               |
| Ladino + Arqueiro                             | 100.0%             | 0.0%               | 0.0%               | 2.5                | 1.3                | 0.2%               |
| Ladino + Mago                                 | 99.9%              | 0.1%               | 0.0%               | 3.5                | 2.0                | 0.9%               |
| Ladino + Curandeiro                           | 100.0%             | 0.0%               | 0.0%               | 4.1                | 2.5                | 0.0%               |
| Arqueiro + Arqueiro                           | 100.0%             | 0.0%               | 0.0%               | 2.4                | 1.1                | 0.7%               |
| Arqueiro + Mago                               | 100.0%             | 0.0%               | 0.0%               | 2.2                | 1.2                | 0.2%               |
| Arqueiro + Curandeiro                         | 100.0%             | 0.0%               | 0.0%               | 3.6                | 1.7                | 0.0%               |
| Mago + Mago                                   | 100.0%             | 0.0%               | 0.0%               | 3.1                | 1.8                | 0.1%               |
| Mago + Curandeiro                             | 100.0%             | 0.0%               | 0.0%               | 5.7                | 2.1                | 0.0%               |
| Curandeiro + Curandeiro                       | 100.0%             | 0.0%               | 0.0%               | 7.9                | 4.5                | 0.0%               |

[Trios]
| Classe/Grupo                                  | winRate            | lossRate           | timeoutRate        | avgRoundsWin       | avgHpLostWin       | incapacitatedRate  |
| --------------------------------------------- | ------------------ | ------------------ | ------------------ | ------------------ | ------------------ | ------------------ |
| Guerreiro + Guerreiro + Guerreiro             | 99.9%              | 0.0%               | 0.1%               | 3.1                | 2.2                | 0.1%               |
| Guerreiro + Guerreiro + Tanque                | 100.0%             | 0.0%               | 0.0%               | 3.8                | 5.0                | 0.1%               |
| Guerreiro + Guerreiro + Ladino                | 100.0%             | 0.0%               | 0.0%               | 2.7                | 1.6                | 0.0%               |
| Guerreiro + Guerreiro + Arqueiro              | 100.0%             | 0.0%               | 0.0%               | 2.5                | 1.5                | 0.0%               |
| Guerreiro + Guerreiro + Mago                  | 100.0%             | 0.0%               | 0.0%               | 3.3                | 2.5                | 0.0%               |
| Guerreiro + Guerreiro + Curandeiro            | 100.0%             | 0.0%               | 0.0%               | 4.5                | 3.1                | 0.0%               |
| Guerreiro + Tanque + Tanque                   | 99.3%              | 0.0%               | 0.7%               | 5.7                | 8.8                | 1.9%               |
| Guerreiro + Tanque + Ladino                   | 100.0%             | 0.0%               | 0.0%               | 3.1                | 2.7                | 0.0%               |
| Guerreiro + Tanque + Arqueiro                 | 100.0%             | 0.0%               | 0.0%               | 3.2                | 2.2                | 0.0%               |
| Guerreiro + Tanque + Mago                     | 100.0%             | 0.0%               | 0.0%               | 4.6                | 4.9                | 0.0%               |
| Guerreiro + Tanque + Curandeiro               | 100.0%             | 0.0%               | 0.0%               | 5.1                | 4.2                | 0.0%               |
| Guerreiro + Ladino + Ladino                   | 100.0%             | 0.0%               | 0.0%               | 2.5                | 1.1                | 0.0%               |
| Guerreiro + Ladino + Arqueiro                 | 100.0%             | 0.0%               | 0.0%               | 2.3                | 1.0                | 0.0%               |
| Guerreiro + Ladino + Mago                     | 100.0%             | 0.0%               | 0.0%               | 2.5                | 1.3                | 0.0%               |
| Guerreiro + Ladino + Curandeiro               | 100.0%             | 0.0%               | 0.0%               | 3.3                | 1.9                | 0.0%               |
| Guerreiro + Arqueiro + Arqueiro               | 100.0%             | 0.0%               | 0.0%               | 2.2                | 0.9                | 0.0%               |
| Guerreiro + Arqueiro + Mago                   | 100.0%             | 0.0%               | 0.0%               | 2.1                | 0.8                | 0.0%               |
| Guerreiro + Arqueiro + Curandeiro             | 100.0%             | 0.0%               | 0.0%               | 3.4                | 2.0                | 0.0%               |
| Guerreiro + Mago + Mago                       | 100.0%             | 0.0%               | 0.0%               | 2.8                | 1.3                | 0.0%               |
| Guerreiro + Mago + Curandeiro                 | 100.0%             | 0.0%               | 0.0%               | 4.1                | 2.6                | 0.0%               |
| Guerreiro + Curandeiro + Curandeiro           | 100.0%             | 0.0%               | 0.0%               | 6.3                | 3.9                | 0.0%               |
| Tanque + Tanque + Tanque                      | 99.4%              | 0.0%               | 0.6%               | 7.1                | 8.8                | 0.0%               |
| Tanque + Tanque + Ladino                      | 100.0%             | 0.0%               | 0.0%               | 3.9                | 2.4                | 0.0%               |
| Tanque + Tanque + Arqueiro                    | 100.0%             | 0.0%               | 0.0%               | 3.2                | 1.7                | 0.0%               |
| Tanque + Tanque + Mago                        | 100.0%             | 0.0%               | 0.0%               | 5.1                | 4.7                | 0.0%               |
| Tanque + Tanque + Curandeiro                  | 95.3%              | 0.0%               | 4.7%               | 11.9               | 14.6               | 0.0%               |
| Tanque + Ladino + Ladino                      | 100.0%             | 0.0%               | 0.0%               | 2.5                | 1.0                | 0.0%               |
| Tanque + Ladino + Arqueiro                    | 100.0%             | 0.0%               | 0.0%               | 2.4                | 0.9                | 0.0%               |
| Tanque + Ladino + Mago                        | 100.0%             | 0.0%               | 0.0%               | 3.1                | 2.0                | 0.0%               |
| Tanque + Ladino + Curandeiro                  | 100.0%             | 0.0%               | 0.0%               | 3.5                | 2.0                | 0.0%               |
| Tanque + Arqueiro + Arqueiro                  | 100.0%             | 0.0%               | 0.0%               | 2.3                | 0.6                | 0.1%               |
| Tanque + Arqueiro + Mago                      | 100.0%             | 0.0%               | 0.0%               | 2.2                | 0.7                | 0.0%               |
| Tanque + Arqueiro + Curandeiro                | 100.0%             | 0.0%               | 0.0%               | 3.2                | 1.9                | 0.0%               |
| Tanque + Mago + Mago                          | 100.0%             | 0.0%               | 0.0%               | 4.4                | 3.0                | 0.0%               |
| Tanque + Mago + Curandeiro                    | 100.0%             | 0.0%               | 0.0%               | 4.0                | 2.8                | 0.0%               |
| Tanque + Curandeiro + Curandeiro              | 100.0%             | 0.0%               | 0.0%               | 6.4                | 6.0                | 0.0%               |
| Ladino + Ladino + Ladino                      | 100.0%             | 0.0%               | 0.0%               | 2.4                | 0.8                | 0.0%               |
| Ladino + Ladino + Arqueiro                    | 100.0%             | 0.0%               | 0.0%               | 2.0                | 0.6                | 0.0%               |
| Ladino + Ladino + Mago                        | 100.0%             | 0.0%               | 0.0%               | 2.2                | 0.7                | 0.0%               |
| Ladino + Ladino + Curandeiro                  | 100.0%             | 0.0%               | 0.0%               | 3.0                | 1.1                | 0.0%               |
| Ladino + Arqueiro + Arqueiro                  | 100.0%             | 0.0%               | 0.0%               | 2.1                | 0.7                | 0.0%               |
| Ladino + Arqueiro + Mago                      | 100.0%             | 0.0%               | 0.0%               | 2.1                | 0.9                | 0.0%               |
| Ladino + Arqueiro + Curandeiro                | 100.0%             | 0.0%               | 0.0%               | 2.7                | 1.1                | 0.0%               |
| Ladino + Mago + Mago                          | 100.0%             | 0.0%               | 0.0%               | 2.9                | 1.5                | 0.0%               |
| Ladino + Mago + Curandeiro                    | 100.0%             | 0.0%               | 0.0%               | 2.8                | 1.2                | 0.0%               |
| Ladino + Curandeiro + Curandeiro              | 100.0%             | 0.0%               | 0.0%               | 4.1                | 2.0                | 0.0%               |
| Arqueiro + Arqueiro + Arqueiro                | 100.0%             | 0.0%               | 0.0%               | 1.9                | 0.6                | 0.3%               |
| Arqueiro + Arqueiro + Mago                    | 100.0%             | 0.0%               | 0.0%               | 2.0                | 0.8                | 0.0%               |
| Arqueiro + Arqueiro + Curandeiro              | 100.0%             | 0.0%               | 0.0%               | 2.6                | 1.2                | 0.0%               |
| Arqueiro + Mago + Mago                        | 100.0%             | 0.0%               | 0.0%               | 2.1                | 0.9                | 0.0%               |
| Arqueiro + Mago + Curandeiro                  | 100.0%             | 0.0%               | 0.0%               | 2.7                | 0.8                | 0.0%               |
| Arqueiro + Curandeiro + Curandeiro            | 100.0%             | 0.0%               | 0.0%               | 3.8                | 1.6                | 0.0%               |
| Mago + Mago + Mago                            | 100.0%             | 0.0%               | 0.0%               | 2.7                | 1.1                | 0.0%               |
| Mago + Mago + Curandeiro                      | 100.0%             | 0.0%               | 0.0%               | 3.1                | 1.1                | 0.0%               |
| Mago + Curandeiro + Curandeiro                | 100.0%             | 0.0%               | 0.0%               | 5.7                | 2.3                | 0.0%               |
| Curandeiro + Curandeiro + Curandeiro          | 100.0%             | 0.0%               | 0.0%               | 4.7                | 3.3                | 0.0%               |


Legenda:
- Win Rate: Taxa de vitória do grupo.
- Loss Rate: Taxa de derrota do grupo.
- Timeout Rate: Batalhas que atingiram o limite de rounds.
- Avg Rounds (Win): Média de rounds para vencer.
- Avg HP Lost (Win): HP total perdido pelo grupo em vitórias.
- Incapacitated Rate: Porcentagem de heróis do grupo com HP < 3 após a missão.
